id,review,aspects
5147,Alhamdulillah good app Foll Islamic app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5148,Excellent I love this Quran always,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
5149,Very good app for quran tafsir,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5150,This is a great app for a muslim.I am very thankful and greatful to the maker and authority of this app and also to my great almighty Allah to give me this path to make me easy to maintain Islam.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5151,"Maasha Allah, sincerely this is the best Quran app I have ever used.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5152,The best Qur'an app i have ever used,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5154,"The best app mashallah. but when you choose to play an audio for 1 ayah,it continues to play the next ayahs","[{'aspect': 'app', 'polarity': 'Positive'}]"
5155,It is very easy and attractive to read,"[{'aspect': 'read', 'polarity': 'Positive'}]"
5157,Really this App is vr awesome fo every Muslim.,"[{'aspect': 'App', 'polarity': 'Positive'}]"
5158,I have never seen that much tidy up app....this is the best app in the world....,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5159,"Seamless interface, gorgeous themes, immersive experience that is conducive to learning - absolutely love it.","[{'aspect': 'interface', 'polarity': 'Positive'}, {'aspect': 'themes', 'polarity': 'Positive'}]"
5160,A very well designed and very informative apps for a Muslim..,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5161,"So far great , good options MashaAllah","[{'aspect': 'options', 'polarity': 'Positive'}]"
5163,"The mashaf is more helpful, it allows the reader to learn Interpretation of more languages, and gives wider range of understanding Arabic since it provide derivatives of Arabic words","[{'aspect': 'mashaf', 'polarity': 'Positive'}]"
5164,Masha Allah....you will find most of the things you want.....Free from ads...very good,"[{'aspect': 'ads', 'polarity': 'Positive'}]"
5165,It's such a great app. But in the new update version due to the scrolling system I'm losing the lines over and over again. Please review it.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'scrolling', 'polarity': 'Negative'}]"
5166,Love the app! Jazahkallah Khair,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5167,Love the word by word translation. Good resource to get familiar with Quranic Arabic.,"[{'aspect': 'translation', 'polarity': 'Positive'}]"
5168,This is truly one of the best quran apps. May Allah SWT shower his blessings on the devs who took their time to create such a user friendly app,"[{'aspect': 'apps', 'polarity': 'Positive'}, {'aspect': 'devs', 'polarity': 'Positive'}]"
5169,The best app ever. lLove it. Strongly recommended.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5170,Please also add Maulana Wahiduddin Khan's Translation & commentary on Quran.,"[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
5171,Exceptional. Has everything I need for me to understand the Quran better.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
5172,Best religion app but there is room for improvement.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5174,This is a good application that all Muslims should have,"[{'aspect': 'application', 'polarity': 'Positive'}]"
5175,Masha-Allah. Wonderful apk for Reading Quran.,"[{'aspect': 'apk', 'polarity': 'Positive'}]"
5176,One of the efficient digital quran app. May Allah bless everyone who contributes to this effort.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5177,"Mashaallah, jazakallahu kayran it is very good 😃 But i found it odd that as i zoom the app the words change a bit. It might be just on my phone im not sure. For instance, surah kahf 48th verse ""lakum"" is typed differently when you zoom in and out.","[{'aspect': 'words', 'polarity': 'Negative'}]"
5178,Quran is the best book in the world. Allahu Akbar.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
5179,Best app ever! Barak Allahu Laka Fiha. I think it's an all in one app also.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5180,Thank you for the wonderful apps.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5181,Satisfaction and very useful. I am thankful.,"[{'aspect': 'Satisfaction', 'polarity': 'Positive'}]"
5182,Best app for listening and learning Quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5183,Beautiful UI/ UX Comfortable to read. Having the Word for word meanings right below is just amazing. 5 stars for this version.,"[{'aspect': 'UI / UX', 'polarity': 'Positive'}]"
5184,"This App has information; like an unending Ocean... All Those involved in This Project are indeed going to be The Recipient of ""AJRAN-'AZEEM""!!!","[{'aspect': 'Ocean', 'polarity': 'Positive'}]"
5185,The app is good as usual but if there is a option of sajdah symbols where applicable it's make it even better.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5186,Assalamualaikum orahmatullahi obarakatuhu.This very very good app.I love so much this app.It is very helpful for Muslim. Jajakallahu khoyran for this app.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5187,"Very user friendly. Their tafseer, translations, qirat and clear view helped me to memorize three surahs. Allah bless you, and Ramadan Mubarak!","[{'aspect': 'tafseer', 'polarity': 'Positive'}, {'aspect': 'translations', 'polarity': 'Positive'}]"
5188,Amazing app. Best app in every aspect.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5189,Excellent 👌 app. Appreciate the hard work behind this. Well-done team. Jazaakakallah khairan.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5190,"Reminder6 Reminder5 Reminder4 Reminder3 Reminder2 Reminder1 Please check Below message coming by downloading Minshawy Mujawwad ""Non-gaples audios Can be no longer downloaded due to some limitations. Kindly select a gapless alternative.""","[{'aspect': 'gaples audios', 'polarity': 'Negative'}]"
5191,It's good application to read and understand the Qur'an.,"[{'aspect': 'read', 'polarity': 'Positive'}]"
5194,"Alhumdulilha, more helpful for daily practices ❤❤❤","[{'aspect': 'daily', 'polarity': 'Positive'}]"
5195,"Please give a update word by word in hindi please bhai madat hogi smjhne me English translation smjh nahi aata word by word ka ,,,in shaa Allah Aap ka app or acha hoga..","[{'aspect': 'word', 'polarity': 'Negative'}]"
5196,The experience is good so far.,"[{'aspect': 'experience', 'polarity': 'Positive'}]"
5197,"App is awesome, and also plz share only authentic material only Quran and hadith with understanding of salaf us salaheen","[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
5198,Very good initiative to learn Quran correctly.,"[{'aspect': 'learn', 'polarity': 'Positive'}]"
5199,This is most helpful app for us. Thanks this community.,"[{'aspect': 'community', 'polarity': 'Positive'}]"
5200,I am in Love with this Quran app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5201,Alhamdulillah.. The best app I have ever seen. JAJAKALLAHU KHAIRAN....,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5202,"The app is excellent and best ever,jasakumulah khairan","[{'aspect': 'app', 'polarity': 'Positive'}]"
5203,Mashallah..... such a good app😊,"[{'aspect': 'app😊', 'polarity': 'Positive'}]"
5204,Really good app for reading Quran with translation.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5205,Very good app it reminds you to read the holy Quran,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5206,Very explained application I love it,"[{'aspect': 'application', 'polarity': 'Positive'}]"
5209,very good application many thanks to the developer,"[{'aspect': 'developer', 'polarity': 'Positive'}]"
5210,"The most convenient Qur'an app with Tafsir, audio, tajweed, notes, bookmarks option, where we left option, daily verses reminder are few features there are lots more try installing it. Mashaa Allaah... Jazzakumullahu Khairan #GreentechApps Team.","[{'aspect': 'audio', 'polarity': 'Positive'}, {'aspect': 'tajweed', 'polarity': 'Positive'}]"
5211,Love this app! JazakAllah Khaer to the creators and the maintainers.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'creators', 'polarity': 'Positive'}]"
5212,Excellent... Fantastic... Simply loved this app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5213,It very easy for me to read that Holy Qur'an in this App. Jazaakallah khair,"[{'aspect': 'read', 'polarity': 'Positive'}, {'aspect': 'App', 'polarity': 'Positive'}]"
5214,"Best app so far I'm using for improving my recitation, alhamdullilah.....","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'alhamdullilah', 'polarity': 'Positive'}]"
5215,MashAllah the best quran program l have encountered. Excellent functionality.,"[{'aspect': 'quran', 'polarity': 'Positive'}, {'aspect': 'functionality', 'polarity': 'Positive'}]"
5216,"The way the app is set up, memorization and learning the Arabic is made easy.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5217,"Alhamdulillah. I love most of this app 😍 for Allah Subhanahu Wa Ta'la. Thank you, So Much All Developer.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5218,Subhan Allah excellent very good translation available easy to read.,"[{'aspect': 'translation', 'polarity': 'Positive'}]"
5219,I have found this app very useful and user-friendly.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5220,"Good app, for all types of learners.","[{'aspect': 'app', 'polarity': 'Positive'}]"
5221,Good app...May Allah bless you who made this.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5222,Masha Allah ❣️. Very educational and informative aps.,"[{'aspect': 'informative aps', 'polarity': 'Positive'}]"
5223,easy to read the Arabic text and it's very simple to understand the translation!!! I love this app👍,"[{'aspect': 'app👍', 'polarity': 'Positive'}]"
5224,One of the best app I have ever seen. I strongly recommend it.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5225,It's so nice and helpful to read and easy translation. I like it. Thanks to developer. ❤️❤️❤️💖💖💖💓💕💕💕,"[{'aspect': 'read', 'polarity': 'Positive'}, {'aspect': 'translation', 'polarity': 'Positive'}]"
5226,May Allah Bless Your work This is a great app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5227,Easy to read and with help my Quran Reading has improved,"[{'aspect': 'read', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
5228,Masha Allah very good app. May Allah reward your hard work.Ameen,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5229,Enough for practice in Muslim life.,"[{'aspect': 'Muslim', 'polarity': 'Neutral'}]"
5230,This is the best one of the Islamic app for the Muslim.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5231,Amazingg!! Easy to manage & they have daily reminder too!!,"[{'aspect': 'daily reminder', 'polarity': 'Positive'}]"
5232,"This Qur'an application is superb as it enables us to resize the Arabic font and its translation. It has a very nice layout for sura, page & juz and fulfill all the needs such as last read, bookmark and notes. Excellent work.","[{'aspect': 'layout', 'polarity': 'Positive'}]"
5233,"User friendly, I have no complaints. Alhamdullah","[{'aspect': 'User', 'polarity': 'Positive'}]"
5234,One of the best apps I have ever came across. May Allah bless you all,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
5235,"Truly awesome ,it's word to word followed by tafseer is astounding. Mind you, Best is Arabic Grammer of each word ..","[{'aspect': 'tafseer', 'polarity': 'Positive'}]"
5236,Assalamalaikum every one alhamdulillah i am using this app because it is easy to use and so many options are also there and hadees translation explanation every thing good and mainly it is authentic ...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5237,Always software issue. Translation do not stay in the app. Then it needs reinstall again.,"[{'aspect': 'software', 'polarity': 'Negative'}, {'aspect': 'Translation', 'polarity': 'Negative'}]"
5238,Best Quran app with easy word to word meaning complete translation. Also it's tafseer is amazing.,"[{'aspect': 'tafseer', 'polarity': 'Positive'}]"
5240,"i think It's a very helpful apps,Masha Allah..Allah will help them who had made and develop this apps.Jazakumullahu khair..","[{'aspect': 'apps', 'polarity': 'Positive'}]"
5241,Loved the tags stuff....Mashallah. Great effort!,"[{'aspect': 'tags', 'polarity': 'Positive'}]"
5242,Mashallah very satisfying. Thank you so much. God bless you in your strive to spread the Deen.,"[{'aspect': 'Mashallah', 'polarity': 'Positive'}, {'aspect': 'Deen', 'polarity': 'Positive'}]"
5243,user friendly app. Keep up the good work..best app for Muslim.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5244,"Excellent.but in new update,Noor-e-hidayah font is not good to me.I always like plain font rather than curly font.kindly consider it.","[{'aspect': 'font', 'polarity': 'Negative'}]"
5245,One of the best Quraan app out there,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5246,This is an awesome app. and usefull too.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
5247,Excellent for understanding the Quran.,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
5248,"May Allah grant the person jannatul firdous who created this app this is the best app ever in the world if you want to know the Quran, choose this app everything is clear and easy for you to understand the Quran","[{'aspect': 'app', 'polarity': 'Positive'}]"
5249,"This app is very useful. But from today there is a problem, the app is closing automatically within few seconds of opening. Please fix the problem. Because it is not readable at all. ￼","[{'aspect': 'app', 'polarity': 'Positive'}]"
5250,It's a great app and is being recommended by many scholars but unfortunately it's not working properly since the last update. Please fix the bug. Had to uninstall it,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'update', 'polarity': 'Negative'}]"
5251,"Excellent app, taught me a lot","[{'aspect': 'app', 'polarity': 'Positive'}]"
