Review Text,translation,Developer Reply Text
"Amazing app, it is very useful by all means for every Muslim , I salute everyone who is working on it, it is wonderful and great job👍❤️","Amazing app, it is very useful by all means for every Muslim , I salute everyone who is working on it, it is wonderful and great job👍❤️",BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
খুবই ভালো,very good,
It is very helpful for the the new readers it will be beneficial further if there is Arabic pronunciation in different languages as well,It is very helpful for the the new readers it will be beneficial further if there is Arabic pronunciation in different languages as well,BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
🥰❤️,🥰❤️,
"This app has filled the void left by lack of update of iQuran. Contains multiple styles of font, a lot of languages for translation, easy word by word translation and explanation for studying, many options for customizing look-and-feel and sizes. Audio can run in background. Also contains links to Hisnul muslim and tafaasir. My sincerest congratulations and gratitude for the developers. May Allah continuously reward you for your hard work, while we use this & beyond","This app has filled the void left by lack of update of iQuran. Contains multiple styles of font, a lot of languages for translation, easy word by word translation and explanation for studying, many options for customizing look-and-feel and sizes. Audio can run in background. Also contains links to Hisnul muslim and tafaasir. My sincerest congratulations and gratitude for the developers. May Allah continuously reward you for your hard work, while we use this & beyond",
Parfaite en tout point baraqallahofikoum,Perfect in every way baraqallahofikoum,
This is the good,This is the good,
Love the layout,Love the layout,
"Masha Allan, excellent!","Masha Allan, excellent!",
One of the best app I've come across Jazakum Allah Khairan for your hard work!,One of the best app I've come across Jazakum Allah Khairan for your hard work!,
"Alhamdulillah! Since I got this app I regularly read Quran from this app. May Allah bless this team and give barakah day by day. Only problem, i cannot download my bookmarks references for further research. Could you please help me with that? Jazak Allahu Khair Sabbir Ahmed","Alhamdulillah! Since I got this app I regularly read Quran from this app. May Allah bless this team and give barakah day by day. Only problem, i cannot download my bookmarks references for further research. Could you please help me with that? Jazak Allahu Khair Sabbir Ahmed",
"Alhamdulillah, best Qur'an app this far. May Allah bless the team.","Alhamdulillah, best Qur'an app this far. May Allah bless the team.",
"অনেক সুন্দর, অনেক কার্জকর।","Very beautiful, very functional.",
"This app gives all I've been seeking in a Quran app, and more. JazakumuLlaahu khairan","This app gives all I've been seeking in a Quran app, and more. JazakumuLlaahu khairan",
I really enjoy this app. In fact it's the Qur'an tafsir app I have ever seen,I really enjoy this app. In fact it's the Qur'an tafsir app I have ever seen,
Alhamdulillah,Alhamdulillah,
Классное приложение!.Все удобно и легко!,Cool application! Everything is convenient and easy!,
لا اقيمه من ناحية القرآن طبعا بل من ناحية التطبيق ومميزاته، فقط عندي ملاحظات عند الضغط على كلمة من الآية لفهم تفسيرها فقط يأتي لك بالمعجم لا التفسير ثانيا أتمنى وضع ميزة تعليم الآية التي وقفت عندها واخيرا عند غلق التطبيق من الخلفية وفتحه تارة اخرى يعيدك لبداية السورة لا للصفحة التي توقفت عندها,"I do not evaluate it in terms of the Qur’an, of course, but in terms of the application and its features. I only have observations that when you click on a word from the verse to understand its interpretation, it only brings you the dictionary, not the interpretation. Secondly, I hope to put in place the feature of teaching the verse that you stopped at. Finally, when you close the application from the background and open it again, it takes you back to the beginning of the surah. No to the page you left off on",
Marvelous,Marvelous,
"This is the best Quranic app I have ever come across... word for word translation , tafsir, qirat of so many different reciter, index of keywords, topicwise verses, a dictionary (though it should be upgraded I think) and many other things just in one place.. may Allah SWT give you all jaza who made this wonderful app..ameen","This is the best Quranic app I have ever come across... word for word translation , tafsir, qirat of so many different reciter, index of keywords, topicwise verses, a dictionary (though it should be upgraded I think) and many other things just in one place.. may Allah SWT give you all jaza who made this wonderful app..ameen",
Alhamdulillah,Alhamdulillah,
"Assalamu'alaikum, this app is very useful, many languages available, different reciters, tafsirs, and whatnot. And pretty light for my phone. Only thing I'd like to point out is that thw controls on the bottom gets blocked by my phone's virtual home button. Maybe make so that the buttons at the bottom rises when a phone's virtual home button appears.","Assalamu'alaikum, this app is very useful, many languages available, different reciters, tafsirs, and whatnot. And pretty light for my phone. Only thing I'd like to point out is that thw controls on the bottom gets blocked by my phone's virtual home button. Maybe make so that the buttons at the bottom rises when a phone's virtual home button appears.",
Masha Allah Am even learning how to speak arabic with this app😊🤲,Masha Allah Am even learning how to speak arabic with this app😊🤲,
"May Allah grant us for Islam. sometimes I feel that I'm completely blind, because I don't read the Holy Quran in Arabic. Before going to grave, I want to hold the Quran in my heart. Everybody keep me in your prayers, please.","May Allah grant us for Islam. sometimes I feel that I'm completely blind, because I don't read the Holy Quran in Arabic. Before going to grave, I want to hold the Quran in my heart. Everybody keep me in your prayers, please.",
Machallah best App,Machallah best app,
"Buat fiture tannafus ( tanda berhenti untuk pembaca yang nafasnya pendek ), Insya Allah sangat membantu dan bermanfaat. 🙏","Create a tannafus feature (a stop sign for readers who are short of breath), God willing, it will be very helpful and useful. 🙏",
Sangat membantu saat saya ingin tahu detail makna per kata,Very helpful when I want to know the detailed meaning of each word,
The best,The best,
ممتاز,Prominent,
Memudahkan saya membaca Al-Quran,Makes it easier for me to read the Quran,
🥰,🥰,
the app is nice... but it would be more good if we can highlight the text. this important feature is missing,the app is nice... but it would be more good if we can highlight the text. this important feature is missing,
Best app to learn Quran,Best app to learn Quran,
"This app is a very good for learning arabic with word by word...beside there are many translation and tafsir with various language's. After all the audio system of this app is awesome..I love this app...I really thanks to you ""GTAF"" for giving us this lovely app..💪","This app is a very good for learning arabic with word by word...beside there are many translation and tafsir with various language's. After all the audio system of this app is awesome..I love this app...I really thanks to you ""GTAF"" for giving us this lovely app..💪",
Most excellent and expetive app,Most excellent and fast app,
Très bonne application,Very good app,
"Clean, Alhamdulillah, finished first time reading Quran using this.","Clean, Alhamdulillah, finished first time reading Quran using this.",
